sample_id,stem,city,sar_path,opt_path,lab_path,split
98,XiaMen_02_01_03_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_03_SAR_098.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_03_Optical_098.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_03_Label_098.tif,train
99,XiaMen_02_01_03_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_04_SAR_099.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_04_Optical_099.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_04_Label_099.tif,train
100,XiaMen_02_01_03_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_05_SAR_100.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_05_Optical_100.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_05_Label_100.tif,train
101,XiaMen_02_01_03_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_06_SAR_101.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_06_Optical_101.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_06_Label_101.tif,train
102,XiaMen_02_01_03_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_07_SAR_102.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_07_Optical_102.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_07_Label_102.tif,train
103,XiaMen_02_01_03_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_08_SAR_103.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_08_Optical_103.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_08_Label_103.tif,train
104,XiaMen_02_01_03_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_03_09_SAR_104.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_03_09_Optical_104.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_03_09_Label_104.tif,train
105,XiaMen_02_01_04_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_01_SAR_105.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_01_Optical_105.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_01_Label_105.tif,train
106,XiaMen_02_01_04_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_02_SAR_106.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_02_Optical_106.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_02_Label_106.tif,train
107,XiaMen_02_01_04_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_03_SAR_107.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_03_Optical_107.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_03_Label_107.tif,train
108,XiaMen_02_01_04_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_04_SAR_108.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_04_Optical_108.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_04_Label_108.tif,train
109,XiaMen_02_01_04_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_05_SAR_109.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_05_Optical_109.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_05_Label_109.tif,train
110,XiaMen_02_01_04_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_06_SAR_110.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_06_Optical_110.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_06_Label_110.tif,train
111,XiaMen_02_01_04_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_07_SAR_111.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_07_Optical_111.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_07_Label_111.tif,train
112,XiaMen_02_01_04_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_08_SAR_112.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_08_Optical_112.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_08_Label_112.tif,train
113,XiaMen_02_01_04_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_04_09_SAR_113.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_04_09_Optical_113.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_04_09_Label_113.tif,train
114,XiaMen_02_01_05_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_01_SAR_114.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_01_Optical_114.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_01_Label_114.tif,train
115,XiaMen_02_01_05_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_02_SAR_115.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_02_Optical_115.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_02_Label_115.tif,train
116,XiaMen_02_01_05_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_03_SAR_116.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_03_Optical_116.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_03_Label_116.tif,train
117,XiaMen_02_01_05_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_04_SAR_117.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_04_Optical_117.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_04_Label_117.tif,train
118,XiaMen_02_01_05_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_05_SAR_118.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_05_Optical_118.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_05_Label_118.tif,train
119,XiaMen_02_01_05_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_06_SAR_119.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_06_Optical_119.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_06_Label_119.tif,train
120,XiaMen_02_01_05_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_07_SAR_120.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_07_Optical_120.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_07_Label_120.tif,train
121,XiaMen_02_01_05_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_08_SAR_121.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_08_Optical_121.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_08_Label_121.tif,train
122,XiaMen_02_01_05_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_05_09_SAR_122.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_05_09_Optical_122.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_05_09_Label_122.tif,train
123,XiaMen_02_01_06_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_01_SAR_123.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_01_Optical_123.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_01_Label_123.tif,train
124,XiaMen_02_01_06_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_02_SAR_124.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_02_Optical_124.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_02_Label_124.tif,train
125,XiaMen_02_01_06_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_03_SAR_125.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_03_Optical_125.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_03_Label_125.tif,train
126,XiaMen_02_01_06_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_04_SAR_126.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_04_Optical_126.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_04_Label_126.tif,train
127,XiaMen_02_01_06_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_05_SAR_127.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_05_Optical_127.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_05_Label_127.tif,train
128,XiaMen_02_01_06_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_06_SAR_128.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_06_Optical_128.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_06_Label_128.tif,train
129,XiaMen_02_01_06_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_07_SAR_129.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_07_Optical_129.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_07_Label_129.tif,train
130,XiaMen_02_01_06_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_08_SAR_130.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_08_Optical_130.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_08_Label_130.tif,train
131,XiaMen_02_01_06_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_06_09_SAR_131.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_06_09_Optical_131.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_06_09_Label_131.tif,train
132,XiaMen_02_01_07_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_01_SAR_132.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_01_Optical_132.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_01_Label_132.tif,train
133,XiaMen_02_01_07_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_02_SAR_133.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_02_Optical_133.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_02_Label_133.tif,train
134,XiaMen_02_01_07_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_03_SAR_134.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_03_Optical_134.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_03_Label_134.tif,train
135,XiaMen_02_01_07_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_04_SAR_135.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_04_Optical_135.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_04_Label_135.tif,train
136,XiaMen_02_01_07_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_05_SAR_136.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_05_Optical_136.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_05_Label_136.tif,train
137,XiaMen_02_01_07_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_06_SAR_137.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_06_Optical_137.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_06_Label_137.tif,train
138,XiaMen_02_01_07_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_07_SAR_138.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_07_Optical_138.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_07_Label_138.tif,train
139,XiaMen_02_01_07_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_08_SAR_139.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_08_Optical_139.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_08_Label_139.tif,train
140,XiaMen_02_01_07_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_07_09_SAR_140.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_07_09_Optical_140.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_07_09_Label_140.tif,train
141,XiaMen_02_01_08_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_01_SAR_141.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_01_Optical_141.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_01_Label_141.tif,train
142,XiaMen_02_01_08_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_02_SAR_142.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_02_Optical_142.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_02_Label_142.tif,train
143,XiaMen_02_01_08_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_03_SAR_143.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_03_Optical_143.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_03_Label_143.tif,train
144,XiaMen_02_01_08_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_04_SAR_144.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_04_Optical_144.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_04_Label_144.tif,train
145,XiaMen_02_01_08_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_05_SAR_145.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_05_Optical_145.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_05_Label_145.tif,train
146,XiaMen_02_01_08_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_06_SAR_146.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_06_Optical_146.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_06_Label_146.tif,train
147,XiaMen_02_01_08_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_07_SAR_147.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_07_Optical_147.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_07_Label_147.tif,train
148,XiaMen_02_01_08_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_08_SAR_148.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_08_Optical_148.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_08_Label_148.tif,train
149,XiaMen_02_01_08_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_08_09_SAR_149.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_08_09_Optical_149.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_08_09_Label_149.tif,train
150,XiaMen_02_01_09_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_01_SAR_150.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_01_Optical_150.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_01_Label_150.tif,train
151,XiaMen_02_01_09_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_02_SAR_151.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_02_Optical_151.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_02_Label_151.tif,train
152,XiaMen_02_01_09_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_03_SAR_152.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_03_Optical_152.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_03_Label_152.tif,train
153,XiaMen_02_01_09_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_04_SAR_153.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_04_Optical_153.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_04_Label_153.tif,train
154,XiaMen_02_01_09_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_05_SAR_154.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_05_Optical_154.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_05_Label_154.tif,train
155,XiaMen_02_01_09_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_06_SAR_155.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_06_Optical_155.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_06_Label_155.tif,train
156,XiaMen_02_01_09_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_07_SAR_156.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_07_Optical_156.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_07_Label_156.tif,train
157,XiaMen_02_01_09_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_08_SAR_157.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_08_Optical_157.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_08_Label_157.tif,train
158,XiaMen_02_01_09_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_09_09_SAR_158.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_09_09_Optical_158.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_09_09_Label_158.tif,train
159,XiaMen_02_01_10_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_01_SAR_159.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_01_Optical_159.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_01_Label_159.tif,train
160,XiaMen_02_01_10_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_02_SAR_160.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_02_Optical_160.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_02_Label_160.tif,train
161,XiaMen_02_01_10_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_03_SAR_161.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_03_Optical_161.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_03_Label_161.tif,train
162,XiaMen_02_01_10_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_04_SAR_162.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_04_Optical_162.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_04_Label_162.tif,train
163,XiaMen_02_01_10_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_05_SAR_163.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_05_Optical_163.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_05_Label_163.tif,train
164,XiaMen_02_01_10_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_06_SAR_164.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_06_Optical_164.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_06_Label_164.tif,train
165,XiaMen_02_01_10_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_07_SAR_165.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_07_Optical_165.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_07_Label_165.tif,train
166,XiaMen_02_01_10_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_08_SAR_166.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_08_Optical_166.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_08_Label_166.tif,train
167,XiaMen_02_01_10_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_10_09_SAR_167.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_10_09_Optical_167.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_10_09_Label_167.tif,train
168,XiaMen_02_01_11_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_01_SAR_168.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_01_Optical_168.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_01_Label_168.tif,train
169,XiaMen_02_01_11_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_02_SAR_169.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_02_Optical_169.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_02_Label_169.tif,train
170,XiaMen_02_01_11_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_03_SAR_170.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_03_Optical_170.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_03_Label_170.tif,train
171,XiaMen_02_01_11_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_04_SAR_171.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_04_Optical_171.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_04_Label_171.tif,train
172,XiaMen_02_01_11_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_05_SAR_172.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_05_Optical_172.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_05_Label_172.tif,train
173,XiaMen_02_01_11_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_06_SAR_173.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_06_Optical_173.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_06_Label_173.tif,train
174,XiaMen_02_01_11_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_07_SAR_174.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_07_Optical_174.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_07_Label_174.tif,train
175,XiaMen_02_01_11_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_08_SAR_175.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_08_Optical_175.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_08_Label_175.tif,train
176,XiaMen_02_01_11_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_11_09_SAR_176.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_11_09_Optical_176.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_11_09_Label_176.tif,train
177,XiaMen_02_01_12_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_01_SAR_177.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_01_Optical_177.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_01_Label_177.tif,train
178,XiaMen_02_01_12_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_02_SAR_178.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_02_Optical_178.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_02_Label_178.tif,train
179,XiaMen_02_01_12_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_03_SAR_179.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_03_Optical_179.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_03_Label_179.tif,train
180,XiaMen_02_01_12_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_04_SAR_180.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_04_Optical_180.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_04_Label_180.tif,train
181,XiaMen_02_01_12_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_05_SAR_181.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_05_Optical_181.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_05_Label_181.tif,train
182,XiaMen_02_01_12_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_06_SAR_182.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_06_Optical_182.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_06_Label_182.tif,train
183,XiaMen_02_01_12_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_07_SAR_183.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_07_Optical_183.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_07_Label_183.tif,train
184,XiaMen_02_01_12_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_08_SAR_184.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_08_Optical_184.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_08_Label_184.tif,train
185,XiaMen_02_01_12_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_12_09_SAR_185.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_12_09_Optical_185.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_12_09_Label_185.tif,train
186,XiaMen_02_01_13_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_01_SAR_186.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_01_Optical_186.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_01_Label_186.tif,train
187,XiaMen_02_01_13_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_02_SAR_187.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_02_Optical_187.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_02_Label_187.tif,train
188,XiaMen_02_01_13_03,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_03_SAR_188.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_03_Optical_188.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_03_Label_188.tif,train
189,XiaMen_02_01_13_04,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_04_SAR_189.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_04_Optical_189.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_04_Label_189.tif,train
190,XiaMen_02_01_13_05,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_05_SAR_190.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_05_Optical_190.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_05_Label_190.tif,train
191,XiaMen_02_01_13_06,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_06_SAR_191.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_06_Optical_191.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_06_Label_191.tif,train
192,XiaMen_02_01_13_07,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_07_SAR_192.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_07_Optical_192.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_07_Label_192.tif,train
193,XiaMen_02_01_13_08,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_08_SAR_193.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_08_Optical_193.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_08_Label_193.tif,train
194,XiaMen_02_01_13_09,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_13_09_SAR_194.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_13_09_Optical_194.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_13_09_Label_194.tif,train
195,XiaMen_02_01_14_01,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_01_SAR_195.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_01_Optical_195.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_01_Label_195.tif,train
196,XiaMen_02_01_14_02,XiaMen,dl\data\extracted\SAR_1024\XiaMen_02_01_14_02_SAR_196.tif,dl\data\extracted\OPT_1024\XiaMen_02_01_14_02_Optical_196.tif,dl\data\extracted\LAB_1024\XiaMen_02_01_14_02_Label_196.tif,train
